hoard_id,PAS_unique_hoard_id,name,startDate,endDate,hoard?,excavation?,single?,num_coins,year_found,year_end_found,comments,lat,long,certainty,owner,created,imported,updated,Tag_IDs,references
    ROMAN






    Licinius I









Nummus (AE 1 - AE 4)










Alexandria, Egypt




    AD 313



    AD 317



    1

    ROMAN






    Constantine I









Nummus (AE 1 - AE 4)










-




    AD 313



    AD 317



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Londinium




    AD 317



    AD 324



    1480

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Trier




    AD 317



    AD 324



    1792

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Lugdunum




    AD 317



    AD 324



    434

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Arelatum




    AD 317



    AD 324



    186

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Rome




    AD 317



    AD 324



    73

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Ticinum




    AD 317



    AD 324



    130

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Aquileia




    AD 317



    AD 324



    49

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Siscia




    AD 317



    AD 324



    168

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Thessalonica




    AD 317



    AD 324



    66

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Perinthus/Heraclea




    AD 317



    AD 324



    6

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Nicomedia




    AD 317



    AD 324



    4

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Cyzicus




    AD 317



    AD 324



    2

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Antioch (Antakya, Turkey)




    AD 317



    AD 324



    3

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










-




    AD 317



    AD 324



    158

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Londinium




    AD 324



    AD 330



    383

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Trier




    AD 324



    AD 330



    1098

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Lugdunum




    AD 324



    AD 330



    49

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Arelatum




    AD 324



    AD 330



    106

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Rome




    AD 324



    AD 330



    15

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Ticinum




    AD 324



    AD 330



    9

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Siscia




    AD 324



    AD 330



    11

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Sirmium




    AD 324



    AD 330



    5

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Thessalonica




    AD 324



    AD 330



    8

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Perinthus/Heraclea




    AD 324



    AD 330



    10

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Constantinople




    AD 324



    AD 330



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Nicomedia




    AD 324



    AD 330



    6

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Cyzicus




    AD 324



    AD 330



    7

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Antioch (Antakya, Turkey)




    AD 324



    AD 330



    4

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










-




    AD 324



    AD 330



    83

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Trier




    AD 324



    AD 330



    1793

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Lugdunum




    AD 330



    AD 335



    470

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Arelatum




    AD 330



    AD 335



    205

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Rome




    AD 330



    AD 335



    9

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Aquileia




    AD 330



    AD 335



    6

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Siscia




    AD 330



    AD 335



    31

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Thessalonica




    AD 330



    AD 335



    1

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Constantinople




    AD 330



    AD 335



    3

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Nicomedia




    AD 330



    AD 335



    2

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










Cyzicus




    AD 330



    AD 335



    4

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










-




    AD 330



    AD 335



    285

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










-










-









-



    12

    ROMAN






    House of Constantine









Nummus (AE 1 - AE 4)










-




    AD 317



    AD 324



    102Coin data quality rating: Excellent (Grade 4)Description18 radiates and 9297 nummi to 335.The 9,315 coins were contained in a broken ceramic jar and excavated by the finder. The subsequent archaeological excavation recovered a scatter of coins in the immediate area and some associated pottery sherds (from the jar). The pot had originally been placed in a pit and was covered by a large flat stone. Some evidence of prior disturbance (possibly due to animal or root action) was found, causing the coins to be scattered around the vessel. BNJ 2012, 38.Treasure numbers associated with this hoard: 2009 T450Other PAS records associated with this hoard: HESH-658701NotesEG writes: The internal stratigraphy of the pot suggests that the latest coins were added in a later deposition event, as they are only significantly present in the upper three layers and the scattered coins outside the pot. The earlier coins are distributed throughout the pot, as might be expected if these remained in circulation until the date of burial. Some mixing of the contents may be expected to have taken place due to the disturbance of the pot but the patterning is still clear.Subsequent actions

    Current location of find: Shrewsbury Museum and Art GalleryTreasure detailsTreasure case tracking number: 2009T450
 Materials of coins and artefacts in the hoard    CeramicCopper alloyIronTextileCoins linked to this hoardUnique ID:





    HESH-658701Object type:


COIN HOARD


Broad period:


ROMAN





    Treasure number:


    2009T450







     Artefacts linked to this hoardRecord ID:





    IARCH-13A79DObject type:


TEXTILE


Broad period:


ROMAN







    Record ID:





    IARCH-154357Object type:


NAIL


Broad period:


ROMAN







     Containers linked to this hoardRecord ID:





    IARCH-F52098Object type:


VESSEL


Broad period:


ROMAN







     Discovery datesDate(s) of discovery:
Saturday 1st August 2009


    - Saturday 1st August 2009Personal details

    Recorded by: Dr Eleanor

Ghey Other reference numbers

    Legacy hoard number: 1818SMR reference number: HER 01087



    Treasure case number: 2009T450Spatial metadata

    Region: West Midlands


    (European Region)





    County or Unitary authority: Shropshire

 (Unitary Authority)





    District: Shropshire


    (Unitary Authority)






    To be known as: Shrewsbury areaSpatial coordinates

Grid reference source: GPS (From FLO)






Unmasked grid reference accurate to a 10 metre square.

    Discovery metadata


    Method of discovery: Metal detector









General landuse: Woodland

    Archaeological informationBackground



    This hoard comes from a known archaeological site.








The site has been excavated.








First excavation year: 1953








Last excavation year: 2009

    Site details



    Site class: Rural








Site type: Hillfort

    Context details



    Feature: Pit












Recovery method: Excavation

    References cited

    No references cited so far."
1740,IARCH-9BCF3F,PAS: Kynnersley 1740,,,hoard,,,,1840.0,1841.0,"Robertson 2000, 274 no. 1148:""""After the earlier portion of the present volume was printed, some Roman coins were found on the wild moors near Kinnersley, the estate of his Grace the Duke and Earl of Sutherland.<br />The coins in question belong to the lower empire, and are of that kind so commonly found in Great Britain. They belong to the reign of Constantine. Some were of the GLORIA EXERCITVS types, others were of Constantinopolis (TRS) or Urbs Roma.""<br />-C.H. Hartshorne, Salopia Antiqua (1841), Introd., xvi, some types<br />-The coins were probably all small AE."" ******* Note this is Kynnersley, Telford and Wrekin, not Kinnersley, Shropshire, as per Robertson.",52.75852,-2.5052,highest,PAS UK Finds,1/13/2015 11:57,12:17.8,8/17/2015 14:44,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   274 no. 1148"
1741,IARCH-B13A6A,PAS: Knockin 1741,,,hoard,,,22,2004.0,2004.0,"22 nummi to 329. NC 2006, 26.Treasure numbers associated with this hoard: 2005 T071",52.80028000000001,-2.9521,highest,PAS UK Finds,1/13/2015 11:57,12:18.5,8/17/2015 14:46,,"British Museum, 2008    Treasure Annual"
1753,IARCH-3001DF,PAS: Wroxeter 1753,,,hoard,excav,,38,1859.0,1859.0,"Robertson 2000, 347-348 no. 1423:""During the excavation of the Roman town:<br />""another heap of 38 coins was found at the entrance of what appeared to be the shop of a worker in metal or perhaps of enamel, where they had evidently been dropped by a citizen in his eagerness to escape. They had been placed in a small vessel of earthenware, the fragments of which were scattered around."" The coins were 2 den., 19 ant., and 17 small AE:<br />Den. Ant. AE<br />Caracalla 1<br />Severus Alexander 1<br />Maximus 1<br />Gallienus 2<br />Salonina 1<br />Postumus 1<br />Victorinus 8<br />Claudius II 2<br />Tetricus II 3<br />Carausius 1<br />House of Constantine I 12<br />Valentinian I 1<br />Gratian 1<br />uncertain 3<br /><br />2 19 17<br />(plated)<br />(1 minim)<br />T. Wright, Uriconium (1872), 69 It is uncertain whether the so-called minim was a true minim. H.M. Scarth, in AJ, XVII (1860), 243, and JBAA, XVI (1860), 162, gave brief descriptions of the find in which the number of coins is stated to have been ""about sixty""."" ******* Uncertain if 38 or 60. Noted in original account as AD 375-383",52.67334,-2.6447,highest,PAS UK Finds,1/13/2015 11:57,12:26.6,8/17/2015 17:02,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   347-348 no. 1423"
1755,IARCH-97743A,PAS: Wroxeter 1755,,,hoard,excav,,58,1983.0,1983.0,"Robertson 2000, 311 no. 1281A:""""This small hoard from the excavations at the Palaestra at Wroxeter comprises 58 billon and bronze coins, found in the south aisle during the 1983 excavation season. No trace of a container was discovered, but all came from within a single one-metre square and none of them shows any more than a slight degree of wear: as such they certainly represent a hoard which had become scattered. Several similar coins found in the area could be accepted as a further scatter from the hoard without materially affecting its composition or date..<br />The find consisted of the following:<br />Regular (37)<br />330-35 Constantine I/Constantius II 2<br />337-40 Constantine I, posthumous; Helena; Theodora; Constans; Constantius II 5<br />346-8 Constantius II/Constans: VICTORIAE DD AVGGQ NN 7<br />348-50 Constantius II/Constans: FEL TEMP REPARATIO (Phoenix) 2<br />350-53 Magnentius 4<br />351-54 Constantius Gallus: FEL TEMP REPARATIO (Falling Horseman 3) 2<br />353-55 Constantius II: FEL TEMP REPARATIO (Falling Horseman 3) 13<br />355-58 Constantius II: FEL TEMP REPARATIO (Falling Horseman 3) 2<br />Copies (21)<br />350+ Magnentius 4<br />354+ Constantius II: FEL TEMP REPARATIO (Falling Horseman 3) 17<br />R. J. Brickstock in CHRB IX (1992), 339-44, types, mints, weights"" ******* Catalogued with LRBC. No BM report.",52.67334,-2.6447,highest,PAS UK Finds,1/13/2015 11:57,12:27.9,8/17/2015 16:41,,"Brickstock, R.J., 1992    Wroxeter, Shropshire    London:
   Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   311 no. 1281A"
1756,IARCH-581798,PAS: Wroxeter 1756,,,hoard,excav,,47,1966.0,1966.0,"Robertson 2000, 352 no. 1441:""""About 378. 47 AE From excavation spoil-heap.<br />Arles Securitas 2 Gloria Romanorum 2 Gloria Novi Saeculi 4<br />Lyons Gloria Romanorum 1<br />Siscia Gloria Romanorum 3<br />uncertain Securitas 6<br />uncertain Gloria Romanorum 3<br />Fragments 26<br />Disposition: London British Museum 47. Inf. from I. Carradice (details on file at B.M.)""<br />A.M. Burnett and P.J. Casey, in CH VI (1981), 38, no. 188"" ******* Summary by reverse type and mint only.",52.67334,-2.6447,highest,PAS UK Finds,1/13/2015 11:57,12:28.6,8/17/2015 16:44,,"Burnett, A.M. and Casey, P.J., 1981    Roman and Byzantine Hoards      38
Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   352 no. 1441"
1759,IARCH-7039C8,PAS: Wroxeter 1759,,,hoard,excav,,,1859.0,1862.0,"Robertson 2000, 75 no. 355:""""The excavators also picked up this curious skiff-shaped bronze article, which, from its size and peculiar make, seems adapted to suspend from a lady's arm. It has a lid, fastened down by a small flat bolt, seen through the aperture in the lower sketch; the end of the bolt is at A. When found it contained coins. Can this be a lady's purse?""<br />-J. Corbet Anderson, The Roman City of Uriconium (1867), 84f., fig.<br />The accompanying fig. showed this to have been a bronze arm-purse.<br />Undated. Probably 1st or 2nd century AD"" ******* Coins not recorded.",52.66791,-2.6519999999999997,highest,PAS UK Finds,1/13/2015 11:57,12:30.6,8/17/2015 17:04,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   75 no. 355"
1760,IARCH-820D4F,PAS: Wroxeter (Hypocaust) 1760,,,hoard,excav,,132,1859.0,1859.0,"Robertson 2000, 338 no. 1385:""During the excavation of the Roman town at Wroxeter, three skeletons were found in a hypocaust. One was the skeleton of an old man, apparently crouching in a corner, at least one other was that of a female. ""Near the old man lay a little heap of Roman copper coins, in such a manner as shews they must have been contained in a confined receptacle; and a number of small iron nails lying among them, with traces of decomposed wood, leaves no doubt that this was a little box or coffer.""<br />Then came a list of the coins, 1 sil., 2 ant., and 129 small AE.<br />C. Roach Smith, in NC, 1858, 79-83, some types, mints<br />129 coins from this hoard in Rowley's House Museum, Shrewsbury. A list of the 132 coins, as given by Roach Smith, and a list of the 129 coins in the Rowley's House Museum (by ASR) are:<br />C.R.S. R.H.M.<br />AR Ant. AE AR Ant. AE<br />Claudius II 1 2<br />Tetricus I 1 1<br />Constantine I 13 19<br />Constantine II, Caes. 36 25<br />Constantius I, Caes. 5 8<br />Constantinopolis 34 29<br />Urbs Roma 24 30<br />Helena (after AD 337) 2 2<br />Theodora (after AD 337) 1 1<br />Constantius II, Aug. 1<br />Constans, Aug. 1<br />House of Constantine I 2<br />Julian II, Aug. 1 1<br />Valens 1 1<br />uncertain 12 1 6<br /><br />1 2 129 1 4 124<br />(deified)<br />(2 b. GLORIA EXERCITVS, 2 stand.)<br />(3 b.)<br />(3 b.)<br />(1 b. GLORIA EXERCITVS, 1 stand.)<br />(plated?)<br />(SECVRITAS REIPVBLICAE)<br />(1 b.)<br />Examined 129 coins, 1947 (ASR)<br />R.J. Brickstock, in BAR 176 (1987), 405f., nos. 107-8, has separated the Wroxeter (Hypocaust) find into two hoards, and transformed the sil. of Julian II into AE of ""Julian (? misread Helena)"".""",52.67334,-2.6447,highest,PAS UK Finds,1/13/2015 11:57,12:31.3,8/18/2015 9:11,,"Robertson, A.S., 2000    An Inventory of Romano-British Coin Hoards    London:   338 no. 1385"
